0,53,7,11,100,98,14,98,miner
0,69,2,3,100,100,0,0,miner
0,69,2,3,100,98,0,1,miner
0,69,2,4,100,100,0,0,miner
1,69,2,4,100,98,0,0,miner
1,70,2,3,100,98,0,0,miner
1,70,2,4,100,98,0,0,miner
1,70,3,4,100,98,0,0,miner
100,104,207,161,100,0,0,0,miner
100,105,194,206,100,0,0,0,miner
100,105,197,202,100,0,0,0,miner
100,105,204,194,100,0,0,0,miner
100,105,213,213,100,0,0,0,miner
100,106,108,125,100,0,0,0,miner
100,106,111,161,100,0,0,0,miner
100,106,215,224,100,0,0,0,miner
100,106,58,200,100,0,0,0,miner
100,106,59,205,100,0,0,0,miner
100,106,59,214,100,0,0,0,miner
100,106,60,205,100,0,0,0,miner
100,106,62,209,100,0,0,0,miner
100,106,64,210,100,0,0,0,miner
100,106,66,212,100,0,0,0,miner
100,106,94,114,100,0,0,0,miner
100,106,95,103,100,0,0,0,miner
100,106,96,117,100,0,0,0,miner
100,107,116,190,100,0,0,0,miner
100,107,117,178,100,0,0,0,miner
100,107,121,172,100,0,0,0,miner
100,107,122,423,100,0,0,0,miner
100,107,125,406,100,0,0,0,miner
100,107,125,409,100,0,0,0,miner
100,107,125,423,100,0,0,0,miner
100,107,125,432,100,0,0,0,miner
100,107,126,396,100,0,0,0,miner
100,107,126,431,100,0,0,0,miner
100,107,126,432,100,0,0,0,miner
100,107,126,435,100,0,0,0,miner
100,107,126,436,100,0,0,0,miner
100,107,127,177,100,0,0,0,miner
100,107,127,188,100,0,0,0,miner
100,107,127,435,100,0,0,0,miner
100,107,128,170,100,0,0,0,miner
100,107,128,186,100,0,0,0,miner
100,107,128,424,100,0,0,0,miner
100,107,128,441,100,0,0,0,miner
100,107,128,448,100,0,0,0,miner
100,107,129,203,100,0,0,0,miner
100,107,129,440,100,0,0,0,miner
100,107,129,450,100,0,0,0,miner
100,107,130,178,100,0,0,0,miner
100,107,130,190,100,0,0,0,miner
100,107,130,419,100,0,0,0,miner
100,107,130,448,100,0,0,0,miner
100,107,131,143,100,0,0,0,miner
100,107,131,205,100,0,0,0,miner
100,107,131,424,100,0,0,0,miner
100,107,131,425,100,0,0,0,miner
100,107,131,426,100,0,0,0,miner
100,107,131,427,100,0,0,0,miner
100,107,132,207,100,0,0,0,miner
100,107,132,208,100,0,0,0,miner
100,107,132,420,100,0,0,0,miner
100,107,132,423,100,0,0,0,miner
100,107,132,428,100,0,0,0,miner
100,107,132,435,100,0,0,0,miner
100,107,132,436,100,0,0,0,miner
100,107,132,440,100,0,0,0,miner
