100,107,132,446,100,0,0,0,miner
100,107,133,413,100,0,0,0,miner
100,107,133,429,100,0,0,0,miner
100,107,133,448,100,0,0,0,miner
100,107,133,451,100,0,0,0,miner
100,107,133,454,100,0,0,0,miner
100,107,133,459,100,0,0,0,miner
100,107,133,546,100,0,0,0,miner
100,107,134,450,100,0,0,0,miner
100,107,134,451,100,0,0,0,miner
100,107,134,566,100,0,0,0,miner
100,107,134,570,100,0,0,0,miner
100,107,135,453,100,0,0,0,miner
100,107,135,472,100,0,0,0,miner
100,107,136,306,100,0,0,0,miner
100,107,136,452,100,0,0,0,miner
100,107,136,458,100,0,0,0,miner
100,107,136,480,100,0,0,0,miner
100,107,137,171,100,0,0,0,miner
100,107,138,300,100,0,0,0,miner
100,107,139,186,100,0,0,0,miner
100,107,139,439,100,0,0,0,miner
100,107,141,523,100,0,0,0,miner
100,107,143,532,100,0,0,0,miner
100,107,147,176,100,0,0,0,miner
100,107,147,213,100,0,0,0,miner
100,107,147,517,100,0,0,0,miner
100,107,148,215,100,0,0,0,miner
100,107,152,216,100,0,0,0,miner
100,107,193,207,100,0,0,0,miner
100,107,195,136,100,0,0,0,miner
100,107,197,144,100,0,0,0,miner
100,107,199,218,100,0,0,0,miner
100,107,200,216,100,0,0,0,miner
100,107,204,149,100,0,0,0,miner
100,107,206,208,100,0,0,0,miner
100,107,211,213,100,0,0,0,miner
100,107,213,154,100,0,0,0,miner
100,107,213,219,100,0,0,0,miner
100,107,215,149,100,0,0,0,miner
100,107,215,233,100,0,0,0,miner
100,107,218,239,100,0,0,0,miner
100,107,220,236,100,0,0,0,miner
100,107,39,71,100,0,0,0,miner
100,107,57,199,100,0,0,0,miner
100,107,61,208,100,0,0,0,miner
100,107,63,214,100,0,0,0,miner
100,107,64,169,100,0,0,0,miner
100,108,126,187,100,0,0,0,miner
100,108,131,188,100,0,0,0,miner
100,108,131,199,100,0,0,0,miner
100,108,134,195,100,0,0,0,miner
100,108,135,211,100,0,0,0,miner
100,108,136,209,100,0,0,0,miner
100,108,143,207,100,0,0,0,miner
100,108,146,346,100,0,0,0,miner
100,108,146,364,100,0,0,0,miner
100,108,146,587,100,0,0,0,miner
100,108,148,661,100,0,0,0,miner
100,108,150,377,100,0,0,0,miner
100,108,151,373,100,0,0,0,miner
100,108,152,258,100,0,0,0,miner
100,108,156,263,100,0,0,0,miner
100,108,156,267,100,0,0,0,miner
100,108,160,274,100,0,0,0,miner
100,108,164,348,100,0,0,0,miner
100,108,172,338,100,0,0,0,miner
100,108,205,150,100,0,0,0,miner
100,108,207,217,100,0,0,0,miner
100,108,208,219,100,0,0,0,miner
100,108,208,230,100,0,0,0,miner
100,108,210,154,100,0,0,0,miner
100,108,212,220,100,0,0,0,miner
100,108,213,222,100,0,0,0,miner
100,108,213,77,100,0,0,0,miner
100,108,214,237,100,0,0,0,miner
100,108,216,315,100,0,0,0,miner
100,108,217,220,100,0,0,0,miner
100,108,218,223,100,0,0,0,miner
100,108,53,95,100,0,0,0,miner
100,40,1,1,100,0,0,0,miner
100,40,2,1,100,0,0,0,miner
100,40,2,2,100,0,0,0,miner
100,40,2,3,100,0,0,0,miner
100,41,2,1,100,0,0,0,miner
100,41,2,2,100,0,0,0,miner
100,42,1,3,100,0,0,0,miner
100,43,1,1,100,0,0,0,miner
100,43,2,4,100,0,0,0,miner
100,44,2,2,100,0,0,0,miner
100,44,2,4,100,0,0,0,miner
100,45,2,4,100,0,0,0,miner
100,46,2,4,100,0,0,0,miner
100,47,2,3,100,0,0,0,miner
100,48,3,4,100,0,0,0,miner
100,49,1,1,100,0,0,0,miner
100,52,1,1,100,0,0,0,miner
100,52,1,2,100,0,0,0,miner
100,52,1,3,100,0,0,0,miner
100,52,2,1,100,0,0,0,miner
100,52,2,2,100,0,0,0,miner
100,53,2,1,100,0,0,0,miner
100,54,1,1,100,0,0,0,miner
100,56,2,2,100,0,0,0,miner
100,57,2,2,100,0,0,0,miner
100,57,2,4,100,0,0,0,miner
100,58,2,2,100,0,0,0,miner
100,58,2,4,100,0,0,0,miner
100,58,3,4,100,0,0,0,miner
100,58,4,7,100,0,0,0,miner
100,59,2,2,100,0,0,0,miner
100,59,2,4,100,0,0,0,miner
100,59,3,4,100,0,0,0,miner
100,59,3,5,100,0,0,0,miner
100,60,2,4,100,0,0,0,miner
100,61,2,4,100,0,0,0,miner
100,62,3,4,100,0,0,0,miner
100,64,9,9,100,0,0,0,miner
100,67,10,10,100,0,0,0,miner
100,67,9,10,100,0,0,0,miner
2,70,2,3,100,97,0,0,miner
2,70,2,4,100,97,0,0,miner
4,70,2,4,100,95,0,0,miner
66,106,61,163,100,28,1,6,miner
76,107,94,360,100,21,2,3,miner
87,46,1,1,100,5,0,7,miner
89,57,2,5,100,5,0,4,miner
89,58,2,5,100,6,0,6,miner
90,56,2,8,100,5,0,4,miner
90,56,2,8,100,5,1,3,miner
91,56,2,5,100,3,0,4,miner
91,56,2,7,100,5,0,3,miner
92,55,2,6,100,3,0,3,miner
92,56,2,6,100,3,0,4,miner
92,56,2,6,100,5,0,2,miner
93,55,2,10,100,4,0,2,miner
94,54,2,7,100,2,0,2,miner
94,55,2,4,100,2,0,3,miner
94,55,2,5,100,4,0,1,miner
94,55,2,6,100,2,0,2,miner
94,55,2,6,100,3,0,2,miner
94,55,2,7,100,2,0,2,miner
94,56,2,8,100,4,0,2,miner
94,64,6,8,100,2,2,0,miner
95,54,2,10,100,1,0,2,miner
95,54,2,10,100,2,0,2,miner
95,54,2,10,100,3,0,1,miner
95,54,2,5,100,4,0,0,miner
95,54,2,6,100,2,0,1,miner
95,54,2,6,100,2,0,2,miner
95,54,2,7,100,2,0,2,miner
95,54,2,7,100,3,1,0,miner
95,54,2,9,100,2,0,2,miner
96,40,2,1,100,1,1,0,miner
96,40,2,2,100,1,1,0,miner
96,42,2,1,100,1,0,1,miner
96,42,2,2,100,1,0,1,miner
96,49,1,1,100,1,0,1,miner
96,53,1,1,100,1,1,0,miner
96,53,2,4,100,1,0,1,miner
96,53,2,8,100,2,0,1,miner
96,54,2,4,100,1,0,1,miner
96,54,2,5,100,2,0,0,miner
96,54,2,5,100,2,0,1,miner
96,54,2,8,100,1,0,1,miner
96,54,2,9,100,2,0,1,miner
96,80,22,8,52,4,0,0,miner
97,107,130,502,100,2,0,0,miner
97,52,2,5,100,0,0,1,miner
97,53,2,10,100,1,0,0,miner
97,53,2,10,100,1,0,1,miner
97,53,2,4,100,1,0,0,miner
97,53,2,5,100,2,0,0,miner
97,53,2,6,100,1,0,1,miner
97,53,2,7,100,0,0,1,miner
97,53,2,7,100,1,0,0,miner
97,53,2,7,100,1,0,1,miner
97,53,2,7,100,2,0,0,miner
97,53,2,8,100,0,0,1,miner
97,53,2,8,100,1,0,1,miner
97,53,2,9,100,0,0,1,miner
97,53,2,9,100,1,0,0,miner
97,54,2,12,100,1,0,0,miner
98,107,130,504,100,1,0,0,miner
98,107,134,472,100,0,0,1,miner
98,108,140,669,100,1,0,1,miner
98,108,142,681,100,1,0,1,miner
98,108,146,680,100,0,0,1,miner
98,49,1,1,100,1,0,0,miner
98,50,1,1,100,0,0,1,miner
98,50,1,1,100,1,0,0,miner
98,52,1,5,100,1,0,0,miner
98,52,2,6,100,0,0,1,miner
98,53,1,1,100,1,0,0,miner
98,53,2,11,100,0,0,1,miner
98,53,2,12,100,1,0,0,miner
98,53,2,3,100,1,0,0,miner
98,53,2,4,100,1,0,0,miner
98,53,2,5,100,1,0,0,miner
98,53,2,6,100,1,0,0,miner
98,53,2,7,100,1,0,0,miner
98,53,2,8,100,0,0,0,miner
98,76,12,9,75,0,0,0,miner
99,108,144,696,100,0,0,0,miner
99,108,145,716,100,0,0,0,miner
